StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,QID1185,QID1186,Q11,Q32,Q13,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52_1,Q54_1,Q147_1,Q147_2,Q147_3,Q147_4,Q147_5,Q147_6,Q147_7,Q147_8,Q147_9,Q61_1,Q61_2,Q61_3,Q61_4,Q61_5,Q61_6,Q61_7,Q61_8,Q61_9,Q62_1,Q62_2,Q62_3,Q62_4,Q62_5,Q62_6,Q62_7,Q62_8,Q62_9,Q62_10,Q62_11,Q62_12,Q62_13,Q62_14,Q62_15,Q62_16,Q62_17,Q62_18,Q62_19,Q62_20,Q62_21,Q62_22,Q62_23,Q62_24,Q62_25,Q62_26,Q62_27,Q62_28,Q62_29,Q62_30,QID1158,QID1158_4_TEXT,QID1157,QID1154,QID1155,QID1156,QID1215065339,QID1215065339_4_TEXT,QID1215065340,QID1215065341,QID1215065342,condition
2025-10-29 11:30:10,2025-10-29 11:52:30,IP Address,100,1339,True,2025-10-29 11:52:30,R_6JL50stmvNPPtuy,NA,anonymous,EN,Yes,NA,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Tails,Heads,Tails,Heads,Heads,Tails,Tails,6,87,Definitely true,Unsure,Unsure,Probably true,Definitely not true,Probably true,Definitely not true,Unsure,Probably true,Probably not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Probably not true,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Probably not true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low
2025-10-29 11:43:56,2025-10-29 11:54:19,IP Address,100,623,True,2025-10-29 11:54:19,R_7JpQKNTqNFrnklj,NA,anonymous,EN,Yes,NA,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,80,Probably true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably not true,Probably true,Definitely not true,Probably not true,Unsure,Probably true,Unsure,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Unsure,Probably true,Probably not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2025-10-29 11:05:26,2025-10-29 12:04:50,IP Address,100,3563,True,2025-10-29 12:04:50,R_5FfHfOV3nyFznaB,NA,anonymous,EN,Yes,NA,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Heads,Heads,Tails,Heads,Tails,Heads,Heads,5,42,Definitely true,Definitely not true,Probably not true,Probably true,Probably not true,Probably not true,Definitely not true,Probably not true,Definitely not true,Probably true,Unsure,Unsure,Probably true,Definitely not true,Unsure,Unsure,Probably true,Unsure,Probably true,Probably not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably true,Definitely not true,Probably not true,Probably not true,Probably not true,Probably true,Probably true,Definitely not true,Definitely not true,Probably not true,Unsure,Probably not true,Probably not true,Unsure,Probably not true,Definitely not true,Probably true,Unsure,Probably not true,Probably not true,Probably true,Probably not true,Definitely not true,Definitely not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low
2025-10-29 12:01:19,2025-10-29 12:07:56,IP Address,100,397,True,2025-10-29 12:07:57,R_3xvtrU0slmNfzkl,NA,anonymous,EN,Yes,NA,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Tails,Heads,Heads,Heads,Tails,Tails,Heads,3,41,Probably true,Probably not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Probably not true,Unsure,Unsure,Probably true,Probably not true,Probably true,Probably not true,Probably not true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Probably not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely true,Probably not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low
2025-10-29 11:27:11,2025-10-29 12:10:24,IP Address,100,2592,True,2025-10-29 12:10:24,R_6oHJj6XoQTL8tjI,NA,anonymous,EN,Yes,NA,Heads,NA,Tails,Heads,Heads,Heads,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,70,Probably true,Probably not true,Probably not true,Unsure,Definitely not true,Probably true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Unsure,Probably true,Probably true,Probably not true,Probably true,Probably true,Probably true,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2025-10-29 12:09:51,2025-10-29 12:16:23,IP Address,100,392,True,2025-10-29 12:16:24,R_3DkUBNSwPjJYXCx,NA,anonymous,EN,Yes,NA,Tails,NA,Tails,Heads,Heads,Tails,Heads,Heads,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,64,Definitely true,Definitely not true,Probably not true,Unsure,Definitely not true,Probably true,Definitely not true,Definitely not true,Probably not true,Probably not true,Probably true,Probably not true,Probably not true,Definitely not true,Probably true,Probably true,Probably not true,Unsure,Probably true,Definitely not true,Unsure,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Probably not true,Probably true,Probably true,Definitely not true,Probably not true,Probably true,Definitely not true,Probably not true,Probably not true,Probably true,Definitely true,Probably true,Unsure,Probably not true,Definitely true,Probably true,Probably not true,Probably true,Probably not true,Probably true,Probably true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2025-10-29 12:38:34,2025-10-29 12:45:58,IP Address,100,443,True,2025-10-29 12:45:59,R_6sT1jlx2gMUSAsZ,NA,anonymous,EN,Yes,NA,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Heads,Tails,Heads,Tails,Heads,Tails,Tails,Heads,3,61,Definitely true,Unsure,Probably true,Probably true,Definitely not true,Definitely true,Probably not true,Unsure,Unsure,Probably true,Unsure,Unsure,Probably true,Probably not true,Unsure,Probably true,Unsure,Unsure,Unsure,Probably not true,Probably true,Probably not true,Definitely true,Unsure,Probably true,Probably true,Probably not true,Probably true,Unsure,Unsure,Unsure,Probably true,Probably not true,Probably true,Probably true,Probably not true,Probably true,Probably true,Probably true,Probably not true,Probably not true,Probably true,Probably true,Unsure,Probably true,Definitely true,Probably not true,Probably true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low
2025-10-29 12:46:46,2025-10-29 12:51:03,IP Address,100,256,True,2025-10-29 12:51:03,R_3xQdnhEeqHBgurg,NA,anonymous,EN,Yes,NA,Tails,NA,Heads,Heads,Tails,Heads,Heads,Tails,Heads,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,62,Definitely true,Unsure,Probably true,Probably true,Probably not true,Definitely true,Probably not true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably not true,Probably true,Probably true,Probably true,Unsure,Probably not true,Probably not true,Probably true,Definitely not true,Definitely true,Probably not true,Definitely true,Unsure,Probably not true,Probably true,Probably not true,Probably true,Probably not true,Probably true,Probably not true,Probably true,Unsure,Unsure,Unsure,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Probably true,Definitely true,Probably true,Unsure,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2025-10-29 12:51:53,2025-10-29 13:00:31,IP Address,100,518,True,2025-10-29 13:00:32,R_5EMFymcxI6cP46X,NA,anonymous,EN,Yes,NA,NA,Tails,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,Tails,1,50,Definitely true,Probably not true,Unsure,Unsure,Probably not true,Probably not true,Probably not true,Probably not true,Probably true,Probably not true,Unsure,Unsure,Probably not true,Definitely not true,Unsure,Unsure,Probably not true,Unsure,Definitely not true,Unsure,Probably true,Probably true,Probably not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Unsure,Unsure,Unsure,Probably not true,Unsure,Probably true,Unsure,Definitely not true,Probably not true,Probably true,Definitely true,Unsure,Unsure,Probably true,Probably not true,Unsure,Definitely true,Definitely true,Unsure,Probably true,Probably true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low
2025-10-29 13:20:59,2025-10-29 13:33:52,IP Address,100,772,True,2025-10-29 13:33:52,R_6pSYCAZ6T51Ew0x,NA,anonymous,EN,Yes,idonthaveone,Tails,NA,Tails,Heads,Tails,Heads,Heads,Tails,Tails,Tails,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,50,Definitely true,Definitely not true,Unsure,Probably true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably not true,Probably not true,Probably not true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2025-10-29 11:59:47,2025-10-29 14:39:24,IP Address,100,9576,True,2025-10-29 14:39:24,R_1nVDozRCmfZm7r7,NA,anonymous,EN,Yes,NA,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heads,Tails,Tails,Tails,Heads,Tails,Heads,Tails,Tails,3,70,Unsure,Definitely not true,Probably not true,Probably not true,Definitely not true,Unsure,Definitely not true,Definitely not true,Probably not true,Probably not true,Unsure,Probably not true,Probably true,Definitely not true,Unsure,Unsure,Probably true,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low
2025-10-30 00:51:36,2025-10-30 00:55:17,Survey Preview,100,220,True,2025-10-30 00:55:17,R_1kCaOpobkDyCjk4,NA,preview,EN,Yes,NA,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Tails,Heads,Tails,Tails,Heads,Heads,Heads,Tails,6,95,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Female,NA,25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,No preference,NA,Not very strong,Strong,Democratic,low
2025-10-30 12:13:57,2025-10-30 13:26:23,IP Address,100,4345,True,2025-10-30 13:26:23,R_7ypvG8EQ4odXSfc,NA,anonymous,EN,Yes,xx,Heads,NA,Heads,Heads,Heads,Heads,Heads,Heads,Tails,Heads,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,76,Probably true,Probably not true,Definitely not true,Probably true,Definitely not true,Unsure,Probably not true,Definitely not true,Probably true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Definitely true,Definitely not true,Probably not true,Unsure,Probably true,Probably not true,Definitely not true,Definitely not true,Unsure,Definitely not true,Unsure,Definitely not true,Probably not true,Probably true,Definitely not true,Definitely true,Unsure,Definitely not true,Definitely not true,Probably not true,Definitely not true,Probably true,Probably not true,Probably not true,Probably not true,Definitely true,Definitely not true,Probably not true,Definitely not true,Definitely not true,Definitely not true,Probably true,Definitely not true,Definitely not true,Prefer not to say,NA,25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,No preference,NA,Not very strong,Not very strong,Neither,high
2025-10-29 11:30:18,2025-10-29 11:30:38,IP Address,18,20,False,2025-11-05 10:30:40,R_1ekQ49CnQzZoEZh,NA,anonymous,EN,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-10-29 13:01:56,2025-10-29 13:02:14,IP Address,6,17,False,2025-11-05 12:02:15,R_5tbN9M9sPl8C6Fr,NA,anonymous,EN,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-11-20 15:20:15,2025-11-20 15:25:37,Survey Preview,100,321,True,2025-11-20 15:25:37,R_12okXl4lCtnUlUD,NA,preview,EN,Yes,000000000,NA,Heads,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tails,Heads,Heads,Tails,Heads,Tails,Heads,Heads,Tails,6,90,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Definitely not true,Prefer not to say,NA,18-24 years old,Prefer not to say,Prefer not to say,Prefer not to say,No preference,NA,Not very strong,Strong,Democratic,low
